,book_title,author,num_ratings,average_rating,5_star_reviews,book_author
2956,Wir Kinder vom Bahnhof Zoo,Christiane V. Felscherinow,62022,4.33,31292,Wir Kinder vom Bahnhof Zoo - Christiane V. Felscherinow
2957,"Take a Hint, Dani Brown",Talia Hibbert,99527,4.02,31290,"Take a Hint, Dani Brown - Talia Hibbert"
2958,The Accidental Tourist,Anne Tyler,105020,3.90,31269,The Accidental Tourist - Anne Tyler
2959,Starcrossed,Josephine Angelini,73338,4.05,31264,Starcrossed - Josephine Angelini
2960,The Killing Dance,Laurell K. Hamilton,73196,4.13,31233,The Killing Dance - Laurell K. Hamilton
2961,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,105218,3.87,31232,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation - Lynne Truss"
2962,Dragon Rider,Cornelia Funke,83447,3.99,31224,Dragon Rider - Cornelia Funke
2963,El día que dejó de nevar en Alaska,Alice Kellen,53660,4.44,31199,El día que dejó de nevar en Alaska - Alice Kellen
2964,Jewels of the Sun,Nora Roberts,65796,4.22,31184,Jewels of the Sun - Nora Roberts
2965,The Long Dark Tea-Time of the Soul,Douglas Adams,86445,4.04,31158,The Long Dark Tea-Time of the Soul - Douglas Adams
2966,Percy Jackson and the Olympians,Rick Riordan,45017,4.54,31142,Percy Jackson and the Olympians - Rick Riordan
2967,Out of the Silent Planet,C.S. Lewis,95446,3.93,31140,Out of the Silent Planet - C.S. Lewis
2968,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,76557,3.85,31108,The Boy Who Sneaks in My Bedroom Window - Kirsty Moseley
2969,The Winds of War,Herman Wouk,57175,4.38,31094,The Winds of War - Herman Wouk
2970,A House in the Sky,Amanda Lindhout,65177,4.26,31082,A House in the Sky - Amanda Lindhout
2971,A Stranger in the House,Shari Lapena,144662,3.69,31078,A Stranger in the House - Shari Lapena
2972,Griffin & Sabine: An Extraordinary Correspondence,Nick Bantock,69448,4.02,30997,Griffin & Sabine: An Extraordinary Correspondence - Nick Bantock
2973,Griffin & Sabine,Nick Bantock,69445,4.02,30995,Griffin & Sabine - Nick Bantock
2974,Kiss an Angel,Susan Elizabeth Phillips,64844,4.18,30961,Kiss an Angel - Susan Elizabeth Phillips
2975,Confluence,Tsugumi Ohba,51390,4.48,30934,Confluence - Tsugumi Ohba
2976,Under Locke,Mariana Zapata,90694,3.92,30918,Under Locke - Mariana Zapata
2977,The Redbreast,Jo Nesbø,102922,3.94,30905,The Redbreast - Jo Nesbø
2978,Skulduggery Pleasant,Derek Landy,67060,4.18,30880,Skulduggery Pleasant - Derek Landy
2979,How to Be a Woman,Caitlin Moran,109012,3.72,30869,How to Be a Woman - Caitlin Moran
2980,As Long as the Lemon Trees Grow,Zoulfa Katouh,49786,4.51,30838,As Long as the Lemon Trees Grow - Zoulfa Katouh
2981,Theft of Swords,Michael J. Sullivan,69019,4.23,30833,Theft of Swords - Michael J. Sullivan
2982,Shiloh,Phyllis Reynolds Naylor,85869,3.96,30829,Shiloh - Phyllis Reynolds Naylor
2983,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim,77325,4.01,30810,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant - W. Chan Kim
2984,The Cask of Amontillado,Edgar Allan Poe,79668,4.08,30806,The Cask of Amontillado - Edgar Allan Poe
2985,The Tea Dragon Society,Kay O'Neill,58720,4.35,30783,The Tea Dragon Society - Kay O'Neill
2986,Bloody Bones,Laurell K. Hamilton,74991,4.12,30767,Bloody Bones - Laurell K. Hamilton
2987,Trickster's Queen,Tamora Pierce,59931,4.28,30762,Trickster's Queen - Tamora Pierce
2988,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,78937,4.06,30733,An Unquiet Mind: A Memoir of Moods and Madness - Kay Redfield Jamison
2989,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,64163,4.15,30718,Illusions: The Adventures of a Reluctant Messiah - Richard Bach
2990,Just One Day,Gayle Forman,85081,3.98,30687,Just One Day - Gayle Forman
2991,"Berserk, Vol. 1",Kentaro Miura,47752,4.48,30684,"Berserk, Vol. 1 - Kentaro Miura"
2992,"Ender's Game, Volume 1: Battle School",Christopher Yost,50647,4.43,30683,"Ender's Game, Volume 1: Battle School - Christopher Yost"
2993,The Children of Húrin,J.R.R. Tolkien,84047,4.03,30674,The Children of Húrin - J.R.R. Tolkien
2994,Glory in Death,J.D. Robb,65978,4.27,30673,Glory in Death - J.D. Robb
2995,Awake at Dawn,C.C. Hunter,62115,4.25,30653,Awake at Dawn - C.C. Hunter
2996,The Bookstore Sisters,Alice Hoffman,75024,4.03,30638,The Bookstore Sisters - Alice Hoffman
2997,A ​Sky Beyond the Storm,Sabaa Tahir,60394,4.31,30631,A ​Sky Beyond the Storm - Sabaa Tahir
2998,The Iliad / The Odyssey,Homer,76215,4.06,30617,The Iliad / The Odyssey - Homer
2999,"Out of Sight, Out of Time",Ally Carter,56365,4.33,30606,"Out of Sight, Out of Time - Ally Carter"
3000,The Dovekeepers,Alice Hoffman,76937,4.06,30592,The Dovekeepers - Alice Hoffman
3001,In the Afterlight,Alexandra Bracken,64664,4.24,30574,In the Afterlight - Alexandra Bracken
3002,Blue Dahlia,Nora Roberts,73160,4.13,30538,Blue Dahlia - Nora Roberts
3003,Written in Red,Anne Bishop,61158,4.25,30535,Written in Red - Anne Bishop
3004,Blue Dahlia,Nora Roberts,73154,4.13,30534,Blue Dahlia - Nora Roberts
3005,The King,J.R. Ward,54933,4.37,30516,The King - J.R. Ward
3006,Fates and Furies,Lauren Groff,139340,3.58,30506,Fates and Furies - Lauren Groff
3007,Fable,Adrienne Young,94185,4.03,30491,Fable - Adrienne Young
3008,Little Bear,Else Holmelund Minarik,58419,4.25,30488,Little Bear - Else Holmelund Minarik
3009,Fox in Socks,Dr. Seuss,64035,4.10,30471,Fox in Socks - Dr. Seuss
3010,"The Sandman, Vol. 8: Worlds' End",Neil Gaiman,52502,4.45,30461,"The Sandman, Vol. 8: Worlds' End - Neil Gaiman"
3011,Heir of Novron,Michael J. Sullivan,49710,4.51,30447,Heir of Novron - Michael J. Sullivan
3012,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,67979,4.19,30442,The River of Doubt: Theodore Roosevelt's Darkest Journey - Candice Millard
3013,The Blue Sword,Robin McKinley,61039,4.21,30433,The Blue Sword - Robin McKinley
3014,Concrete Rose,Angie Thomas,59730,4.39,30431,Concrete Rose - Angie Thomas
3015,Humankind: A Hopeful History,Rutger Bregman,61542,4.32,30430,Humankind: A Hopeful History - Rutger Bregman
3016,The Bridges of Madison County,Robert James Waller,97570,3.69,30402,The Bridges of Madison County - Robert James Waller
3017,Still Life with Woodpecker,Tom Robbins,80316,4.04,30390,Still Life with Woodpecker - Tom Robbins
3018,Seduced in the Dark,C.J. Roberts,55879,4.27,30379,Seduced in the Dark - C.J. Roberts
3019,Through the Ever Night,Veronica Rossi,72875,4.13,30374,Through the Ever Night - Veronica Rossi
3020,The Last Juror,John Grisham,99970,3.94,30361,The Last Juror - John Grisham
3021,Belladonna,Adalyn  Grace,90979,4.01,30348,Belladonna - Adalyn  Grace
3022,The Stolen Heir,Holly Black,102938,3.99,30341,The Stolen Heir - Holly Black
3023,"The Good, the Bad, and the Undead",Kim Harrison,66363,4.25,30338,"The Good, the Bad, and the Undead - Kim Harrison"
3024,Queen of Sorcery,David Eddings,73302,4.15,30313,Queen of Sorcery - David Eddings
3025,March: Book One,John             Lewis,55329,4.35,30280,March: Book One - John             Lewis
3026,Hoot,Carl Hiaasen,106704,3.83,30254,Hoot - Carl Hiaasen
3027,The Fall of Five,Pittacus Lore,68417,4.22,30246,The Fall of Five - Pittacus Lore
3028,The Bachman Books,Richard Bachman,72727,4.14,30245,The Bachman Books - Richard Bachman
3029,Alive: The Story of the Andes Survivors,Piers Paul Read,77231,4.13,30243,Alive: The Story of the Andes Survivors - Piers Paul Read
3030,This Side of the Grave,Jeaniene Frost,63212,4.26,30239,This Side of the Grave - Jeaniene Frost
3031,The Outlaw Demon Wails,Kim Harrison,57354,4.37,30218,The Outlaw Demon Wails - Kim Harrison
3032,Crashed,K. Bromberg,46126,4.52,30214,Crashed - K. Bromberg
3033,Dandelion Wine,Ray Bradbury,70646,4.08,30210,Dandelion Wine - Ray Bradbury
3034,The Midnight Line,Lee Child,80440,4.09,30202,The Midnight Line - Lee Child
3035,Disgrace,J.M. Coetzee,106854,3.85,30187,Disgrace - J.M. Coetzee
3036,At Home in Mitford,Jan Karon,65914,4.13,30186,At Home in Mitford - Jan Karon
3037,The Return of Sherlock Holmes,Arthur Conan Doyle,64995,4.28,30181,The Return of Sherlock Holmes - Arthur Conan Doyle
3038,The Rithmatist,Brandon Sanderson,68320,4.25,30146,The Rithmatist - Brandon Sanderson
3039,The Vegetarian,Han Kang,167532,3.58,30124,The Vegetarian - Han Kang
3040,The Bromance Book Club,Lyssa Kay Adams,114493,3.88,30122,The Bromance Book Club - Lyssa Kay Adams
3041,Howards End,E.M. Forster,89955,3.96,30115,Howards End - E.M. Forster
3042,At First Sight,Nicholas Sparks,92963,3.86,30113,At First Sight - Nicholas Sparks
3043,Shopaholic Ties the Knot,Sophie Kinsella,112734,3.79,30081,Shopaholic Ties the Knot - Sophie Kinsella
3044,The Field Guide,Tony DiTerlizzi,88954,3.92,30035,The Field Guide - Tony DiTerlizzi
3045,Orlando,Virginia Woolf,94149,3.87,30026,Orlando - Virginia Woolf
3046,Born Standing Up: A Comic's Life,Steve Martin,100927,3.88,30013,Born Standing Up: A Comic's Life - Steve Martin
3047,Me and Earl and the Dying Girl,Jesse Andrews,142395,3.51,30002,Me and Earl and the Dying Girl - Jesse Andrews
3048,Her Final Breath,Robert Dugoni,63743,4.32,29997,Her Final Breath - Robert Dugoni
3049,Pygmalion,George Bernard Shaw,103711,3.89,29990,Pygmalion - George Bernard Shaw
3050,The Immortal Rules,Julie Kagawa,70732,4.07,29989,The Immortal Rules - Julie Kagawa
3051,Three Dark Crowns,Kendare Blake,110312,3.80,29984,Three Dark Crowns - Kendare Blake
3052,A Dangerous Path,Erin Hunter,49825,4.45,29975,A Dangerous Path - Erin Hunter
3053,Forbidden,Tabitha Suzuma,72411,3.97,29950,Forbidden - Tabitha Suzuma
3054,"Ramona Quimby, Age 8",Beverly Cleary,71947,4.10,29918,"Ramona Quimby, Age 8 - Beverly Cleary"
3055,Every Heart a Doorway,Seanan McGuire,111545,3.81,29914,Every Heart a Doorway - Seanan McGuire
3056,The Crossover,Kwame Alexander,60596,4.24,29906,The Crossover - Kwame Alexander
3057,The Art of Hearing Heartbeats,Jan-Philipp Sendker,82547,4.02,29891,The Art of Hearing Heartbeats - Jan-Philipp Sendker
3058,What Happened to Goodbye,Sarah Dessen,88581,3.95,29847,What Happened to Goodbye - Sarah Dessen
3059,Light Bringer,Pierce Brown,37636,4.75,29833,Light Bringer - Pierce Brown
3060,The Magician's Land,Lev Grossman,77088,4.14,29832,The Magician's Land - Lev Grossman
3061,"Night World, No. 2",L.J. Smith,59266,4.20,29822,"Night World, No. 2 - L.J. Smith"
3062,True Believer,Nicholas Sparks,96851,3.84,29813,True Believer - Nicholas Sparks
3063,"The Midwife: A Memoir of Birth, Joy, and Hard Times",Jennifer Worth,73030,4.19,29811,"The Midwife: A Memoir of Birth, Joy, and Hard Times - Jennifer Worth"
3064,Dead Souls,Nikolai Gogol,85467,3.98,29810,Dead Souls - Nikolai Gogol
3065,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,77633,4.00,29809,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness - Ichiro Kishimi"
3066,Pieces of Her,Karin Slaughter,122976,3.83,29805,Pieces of Her - Karin Slaughter
3067,Rising Storm,Erin Hunter,52174,4.40,29790,Rising Storm - Erin Hunter
3068,Through the Woods,Emily Carroll,82015,3.94,29767,Through the Woods - Emily Carroll
3069,The Air He Breathes,Brittainy C. Cherry,65056,4.15,29759,The Air He Breathes - Brittainy C. Cherry
3070,Angle of Repose,Wallace Stegner,59325,4.24,29738,Angle of Repose - Wallace Stegner
3071,Dance Dance Dance,Haruki Murakami,89369,4.05,29734,Dance Dance Dance - Haruki Murakami
3072,The Gamble,Kristen Ashley,59393,4.25,29732,The Gamble - Kristen Ashley
3073,The Realms of the Gods,Tamora Pierce,56431,4.31,29730,The Realms of the Gods - Tamora Pierce
3074,Elevation,Stephen King,137621,3.64,29716,Elevation - Stephen King
3075,Redshirts,John Scalzi,107648,3.86,29710,Redshirts - John Scalzi
3076,The Sword of Shannara,Terry Brooks,96882,3.77,29695,The Sword of Shannara - Terry Brooks
3077,Yumi and the Nightmare Painter,Brandon Sanderson,49702,4.49,29687,Yumi and the Nightmare Painter - Brandon Sanderson
3078,We,Yevgeny Zamyatin,97787,3.89,29679,We - Yevgeny Zamyatin
3079,Heart of the Matter,Emily Giffin,113874,3.74,29667,Heart of the Matter - Emily Giffin
3080,The Kings of Clonmel,John Flanagan,59154,4.30,29656,The Kings of Clonmel - John Flanagan
3081,Neverseen,Shannon Messenger,43318,4.59,29653,Neverseen - Shannon Messenger
3082,I Shall Wear Midnight,Terry Pratchett,56150,4.35,29613,I Shall Wear Midnight - Terry Pratchett
3083,The Girl with the Lower Back Tattoo,Amy Schumer,125153,3.72,29612,The Girl with the Lower Back Tattoo - Amy Schumer
3084,Sin City Volume 1: The Hard Goodbye,Frank Miller,65488,4.17,29604,Sin City Volume 1: The Hard Goodbye - Frank Miller
3085,Assassin's Fate,Robin Hobb,40291,4.65,29566,Assassin's Fate - Robin Hobb
3086,About a Boy,Nick Hornby,136526,3.79,29551,About a Boy - Nick Hornby
3087,Today Tonight Tomorrow,Rachel Lynn Solomon,79907,4.08,29529,Today Tonight Tomorrow - Rachel Lynn Solomon
3088,Extras,Scott Westerfeld,119735,3.60,29523,Extras - Scott Westerfeld
3089,The Black Ice,Michael Connelly,84017,4.12,29523,The Black Ice - Michael Connelly
3090,Fathers and Sons,Ivan Turgenev,89975,3.99,29502,Fathers and Sons - Ivan Turgenev
3091,The Cross and the Switchblade,David Wilkerson,57292,4.25,29483,The Cross and the Switchblade - David Wilkerson
3092,American Royals,Katharine McGee,118942,3.82,29474,American Royals - Katharine McGee
3093,Marriage for One,Ella Maise,95371,3.87,29458,Marriage for One - Ella Maise
3094,The Last House on Needless Street,Catriona Ward,98641,3.86,29454,The Last House on Needless Street - Catriona Ward
3095,Stolen,Lucy Christopher,83172,3.89,29454,Stolen - Lucy Christopher
3096,Captive in the Dark,C.J. Roberts,72552,3.94,29448,Captive in the Dark - C.J. Roberts
3097,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,62664,4.22,29442,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier - Stephen E. Ambrose
3098,The Moonstone,Wilkie Collins,93434,3.91,29437,The Moonstone - Wilkie Collins
3099,Carmilla,J. Sheridan Le Fanu,116359,3.86,29436,Carmilla - J. Sheridan Le Fanu
3100,Scary Stories to Tell in the Dark,Alvin Schwartz,67891,4.05,29421,Scary Stories to Tell in the Dark - Alvin Schwartz
3101,Revolutionary Road,Richard Yates,88555,3.92,29419,Revolutionary Road - Richard Yates
3102,We Are Okay,Nina LaCour,91894,3.94,29404,We Are Okay - Nina LaCour
3103,My Not So Perfect Life,Sophie Kinsella,122909,3.81,29403,My Not So Perfect Life - Sophie Kinsella
3104,First Test,Tamora Pierce,61026,4.24,29389,First Test - Tamora Pierce
3105,For a Few Demons More,Kim Harrison,58379,4.32,29387,For a Few Demons More - Kim Harrison
3106,For We Are Many,Dennis E. Taylor,58099,4.37,29383,For We Are Many - Dennis E. Taylor
3107,American Born Chinese,Gene Luen Yang,95210,3.89,29362,American Born Chinese - Gene Luen Yang
3108,The Arabian Nights,Anonymous,77370,4.03,29359,The Arabian Nights - Anonymous
3109,Killer Instinct,Jennifer Lynn Barnes,71361,4.27,29352,Killer Instinct - Jennifer Lynn Barnes
3110,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,56266,4.28,29350,When Things Fall Apart: Heart Advice for Difficult Times - Pema Chödrön
3111,Narziss and Goldmund,Hermann Hesse,63127,4.22,29328,Narziss and Goldmund - Hermann Hesse
3112,Narcissus and Goldmund,Hermann Hesse,63115,4.22,29325,Narcissus and Goldmund - Hermann Hesse
3113,Seraphina,Rachel Hartman,86643,3.94,29320,Seraphina - Rachel Hartman
3114,Wicked Deeds on a Winter's Night,Kresley Cole,55835,4.33,29311,Wicked Deeds on a Winter's Night - Kresley Cole
3115,Peter and the Starcatchers,Dave Barry,76639,4.04,29269,Peter and the Starcatchers - Dave Barry
3116,Love Warrior,Glennon Doyle Melton,71183,4.08,29265,Love Warrior - Glennon Doyle Melton
3117,Parable of the Talents,Octavia E. Butler,60105,4.31,29230,Parable of the Talents - Octavia E. Butler
3118,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,79860,4.06,29229,Digital Minimalism: Choosing a Focused Life in a Noisy World - Cal Newport
3119,The Physician,Noah Gordon,52047,4.40,29219,The Physician - Noah Gordon
3120,Du côté de chez Swann,Marcel Proust,60445,4.15,29207,Du côté de chez Swann - Marcel Proust
3121,The Moment of Lift: How Empowering Women Changes the World,Melinda French Gates,60720,4.28,29192,The Moment of Lift: How Empowering Women Changes the World - Melinda French Gates
3122,As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,68372,4.16,29174,As You Wish: Inconceivable Tales from the Making of The Princess Bride - Cary Elwes
3123,Edenbrooke,Julianne Donaldson,54587,4.33,29164,Edenbrooke - Julianne Donaldson
3124,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,63550,4.19,29146,On Tyranny: Twenty Lessons from the Twentieth Century - Timothy Snyder
3125,Blood of the Fold,Terry Goodkind,80832,4.00,29144,Blood of the Fold - Terry Goodkind
3126,The World of Winnie-the-Pooh,A.A. Milne,47673,4.42,29140,The World of Winnie-the-Pooh - A.A. Milne
3127,Everblaze,Shannon Messenger,46559,4.50,29129,Everblaze - Shannon Messenger
3128,In the Time of the Butterflies,Julia Alvarez,72220,4.15,29117,In the Time of the Butterflies - Julia Alvarez
3129,Hiroshima,John Hersey,80760,4.03,29095,Hiroshima - John Hersey
3130,A Raisin in the Sun,Lorraine Hansberry,97200,3.85,29072,A Raisin in the Sun - Lorraine Hansberry
3131,Genghis Khan and the Making of the Modern World,Jack Weatherford,73980,4.05,29069,Genghis Khan and the Making of the Modern World - Jack Weatherford
3132,Forrest Gump,Winston Groom,68709,4.02,29051,Forrest Gump - Winston Groom
3133,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,71506,4.15,29047,The Sixth Extinction: An Unnatural History - Elizabeth Kolbert
3134,This Time Tomorrow,Emma Straub,133441,3.80,29039,This Time Tomorrow - Emma Straub
3135,Apollyon,Jennifer L. Armentrout,56068,4.32,29034,Apollyon - Jennifer L. Armentrout
3136,Rachel's Holiday,Marian Keyes,82545,4.00,29030,Rachel's Holiday - Marian Keyes
3137,The Complete Tales and Poems of Winnie-the-Pooh,A.A. Milne,44805,4.48,29024,The Complete Tales and Poems of Winnie-the-Pooh - A.A. Milne
3138,The Bone Clocks,David Mitchell,95991,3.84,28987,The Bone Clocks - David Mitchell
3139,Pedro Páramo,Juan Rulfo,71494,4.06,28969,Pedro Páramo - Juan Rulfo
3140,Children of the Mind,Orson Scott Card,108575,3.78,28964,Children of the Mind - Orson Scott Card
3141,The Maid's Diary,Loreth Anne White,67308,4.24,28963,The Maid's Diary - Loreth Anne White
3142,Un cuento perfecto,Elísabet Benavent,66291,4.16,28944,Un cuento perfecto - Elísabet Benavent
3143,The Two Princesses of Bamarre,Gail Carson Levine,72468,4.06,28938,The Two Princesses of Bamarre - Gail Carson Levine
3144,Possession,A.S. Byatt,80426,3.89,28924,Possession - A.S. Byatt
3145,Dreamland,Sarah Dessen,82005,3.90,28898,Dreamland - Sarah Dessen
